,İlaç Adı
4376,medikinet 30 mg degistirilmis salimli kapsul (30 kapsul)
4377,medikinet 40 mg degistirilmis salimli kapsul (30 kapsul)
4378,medisal 20 mg/2 ml enjeksiyonluk/infuzyonluk cozelti (5 ampul)
4379,medizinc surup 100 ml
4380,medovir 100 mg  film kapli tablet (28 tablet)
4381,medulac-wm 670mg/ml 250 ml surup
4382,megace 160 mg 30 tablet
4383,megalotect cp 1000 iu/ 10 ml iv infuzyonluk cozelti
4384,mekard 250 mg/20 ml i.v. konsantre infuzyonluk cozelti (10 ampul)
4385,mekinist 2 mg film kapli tablet (30 tablet)
4386,"meksratu 10 mg/0,4 ml enj. coz. iceren kull.haz. 1 siringa"
4387,"meksratu 12,5 mg/0,5 ml enjeksiyonluk cozelti iceren kullanima hazir siringa (1 adet)"
4388,"meksratu 15mg/0,6 ml enj.sol.iceren kullanima hazir 1 adet siringa"
4389,"meksratu 17,5 mg/0,7 ml enjeksiyonluk cozelti iceren kullanima hazir siringa (1 adet)"
4390,"meksratu 20 mg/0,8 ml enj. coz. iceren kull.haz. 1 siringa"
4391,"meksratu 22,5 mg/0,9 ml enjeksiyonluk cozelti iceren kullanima hazir siringa (1 adet)"
4392,meksratu 25 mg/1 ml enj. coz. iceren kull.haz. 1 siringa
4393,meksun fort 15 mg 10 tablet
4394,melanda 10 mg 100 tablet
4395,melanda 10 mg 50 film tablet
4396,melanda 20 mg 28 film tablet
4397,melanda 20 mg 84 tablet
4398,melanda 5 mg/basis oral solusyon
4399,melanda 5 mg/basis oral solusyon 50 g
4400,melanda baslangic paketi
4401,melanda rapid 10 mg agizda dagilan 28 tablet
4402,melanda rapid 20 mg agizda dagilan 28 tablet
4403,melcam 15 mg 10 tablet
4404,"melox 15mg/1,5ml 3 ampul"
4405,"melox 7,5 mg 10 tablet"
4406,melox fort 15 mg 10 tablet
4407,"menactra 0,5 ml im enjeksiyonluk cozelti iceren 1 flakon"
4408,meneklin 300 mg 1 ampul
4409,meneklin 600 mg 1 ampul
4410,menopur 1200 iu multi doz icin sc enjeksiyonluk cozelti tozu iceren flakon ve kullanima hazir enjektorde cozucu (1 adet flakon + 2 adet kullanima hazir enjektor)
4411,menopur 600 iu multi doz icin sc enjeksiyonluk cozelti tozu iceren flakon ve kullanima hazir enjektorde cozucu (1 adet flakon + 1 adet kullanima hazir enjektor)
4412,menopur 75 iu im ve sc enjeksiyon icin toz iceren flakon (1 flakon + 1 ampul)
4413,"menquadfi 0,5 ml im enjeksiyonluk cozelti (1 flakon)"
4414,"menveo 0,5ml im enjeksiyonluk cozelti hazirlamak icin liyofilize toz iceren 1 flakon"
4415,mepact 4 mg infuzyonluk dispersiyon konsantresi icin toz
4416,mepolex 5 mg/5 ml iv enjeksiyonluk cozelti(1 adet)
4417,meresa 50 mg 30 kapsul
4418,meresa fort 200 mg tablet
4419,meriofert 150 iu enjeksiyonluk cozelti icin liyofilize toz 
4420,meriofert 150 iu enjeksiyonluk cozelti icin liyofilize toz (10 adet)
4421,merosid 1 gr iv enjektabl toz iceren 1 flakon
4422,merosid 500 mg iv enjektabl toz iceren 1 flakon
4423,merpurin 50 mg 25 tablet
4424,mesain 4 g/60 ml 7 rektal suspansiyon
4425,mesigyna kullanima hazir enjektor
4426,mesosel 4 g/60 g rektal suspansiyon(7 adet)
4427,metacartin 1g/5 ml im/iv enjeksiyonluk cozelti iceren 5 ampul
4428,metacartin 2g/10ml oral cozelti iceren 10 flakon
4429,metadem 50 mg/2 ml i.m./i.v. enjeksiyonluk cozelti iceren 6 ampul
4430,metalyse 10000 u (50 mg) enjeksiyonluk toz iceren 1 flakon
4431,meteospasmyl 60 mg/300 mg yumusak kapsul (40 kapsul)
4432,meteospasmyl 60 mg/300 mg yumusak kapsul (80 kapsul)
4433,metforix 1000 mg 100 film kapli tablet (100 adet)
4434,metforix 850 mg film kapli tablet (100 tablet)
4435,"methotrexate ebewe 2,5 mg 100 tablet"
4436,methotrexate kocak 50 mg/5 ml enjeksiyonluk cozelti (1 flakon)
4437,methotrexate kocak 500 mg/20ml enjeksiyonluk cozelti (1 flakon)
4438,meticure 20 mg im/iv enj. icin liyofilize toz iceren 1 flakon
4439,meticure 250 mg im/iv enj. icin liyofilize toz iceren 1 flakon
4440,meticure 40 mg im/iv enj. icin liyofilize toz iceren 1 flakon
4441,"metigast 100 mg/ml oral damla, emulsiyon"
4442,metigast 140 mg yumusak kapsul (40 kapsul)
4443,"metiler 0,125 mg kapli tablet"
4444,"metiler 0,2 mg/ml enjeksiyonluk cozelti"
4445,metloc 5 mg/5 ml iv infuzyon icin cozelti iceren 1 ampul
4446,"metoart con 10mg/ 0,25 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4447,"metoart con 12,5 mg/ 0,3125 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4448,"metoart con 15 mg/ 0,375 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4449,"metoart con 17,5 mg/ 0,4375 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4450,"metoart con 20 mg/0,5 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4451,"metoart con 25 mg/ 0,625 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4452,"metoart con7,5 mg/0,1875 ml enjeksiyonluk cozelti iceren enjektor ( 1 enjektor)"
4453,metpamid 10 mg 30 tablet
4454,metpamid 10 mg 5 ampul
4455,metpamid oral 1mg 125 ml solusyon
4456,metrin %5 deri kremi
4457,metrin %5 losyon (120 ml)
4458,metrin tibbi sampuan 100 ml
4459,metsil 5 ml 40 mg 150 ml suspansiyon
4460,"metsil 66,6 mg 30 ml damla"
4461,metsil fort 80 mg 50 tablet
4462,mevopal 50 mg tablet (20 tablet)
4463,mexia 10 mg 100 film tablet
4464,mexia 10 mg 28 film tablet
4465,mexia 20 mg 28 film tablet
4466,mexia tedaviye baslama paketi 28 tablet
4467,mexia xr 14 mg 28 uzatilmis salinimli mikropellet kapsul
4468,mexia xr 28 mg 28 uzatilmis salinimli mikropellet kapsul
4469,mexia xr tedaviye baslama paketi 28 uzatilmis salinimli mikropellet kapsul
4470,mextu 50 mg/2 ml im/iv/it enjeksiyon ve infuzyon icin cozelti iceren 1 flakon
4471,mextu 500 mg/20 ml im/iv/ia/it enjeksiyonluk cozelti iceren 1 flakon
4472,m-furo 30 gr krem
4473,m-furo 30 gr losyon
4474,m-furo 30 gr merhem
4475,m-furo fa krem 30 gr
4476,m-furo mant krem 20 gr
4477,miambutol 500 mg 50 tablet
4478,micardis 80 mg 28 tablet
4479,"micardis plus 80/12,5 mg 28 tablet"
4480,micro-fine™ plus u-100 insulin 0.5ml 0.30mm (30g) x 8mm
4481,micro-fine™ plus u-100 insulin 1ml 0.30mm (30g) x 8mm
4482,"micro-fine™plus kalem ignesi 6mm 0,25mm (31g) x 6mm"
4483,microgynon 21 draje
4484,mictonorm 15 mg 56 draje
4485,mictonorm 45 mg sr surekli salimli kapsul (30 kapsul) 
4486,mictonorm 5 mg kapli tablet (98 kapli tablet)
4487,mictonorm sr 30 mg surekli salinimli 30 kapsul
4488,midolam 15 mg/3 ml im/iv rektal cozelti iceren 5 ampul
4489,midolam 50 mg/10 ml im/iv rektal cozelti iceren 5 ampul
4490,migele 40 mg film kapli tablet (3 tablet)
4491,migreout 10 mg efervesan tablet (6 efervesan tablet)
4492,"migrex 2,5 mg 3 film tablet"
4493,"migrex 2,5 mg 6 film tablet"
4494,mikafungus 100 mg i.v. infuzyonluk cozelti hazirlamak icin toz 1 flakon
4495,mikoderm %1 cozelti
4496,mikoderm %1 merhem
4497,mikonid vajinal 7 ovul
4498,miko-penotran 1200 mg 1 ovul
4499,mikostatin oral suspansiyon 48 ml
4500,milricor 10 mg/ 10 ml iv enjeksiyon i̇nfüzyon i̇cin cozelti iceren 1 ampul
4501,milupa basic-cad 400 g
4502,milupa basic-ch (300 g)
4503,milupa basic-f 300 gr
4504,milupa basic-p 400 g
4505,milupa ga 1  (500 g)
4506,milupa ga 2 prima 500 g
4507,milupa hom 2 prima (500 g)
4508,milupa hom 2 secunda (500 g)
4509,milupa leu 1 (500 gr)
4510,milupa leu 2 prima (500 g)
4511,milupa msud 1 500 g
4512,milupa msud 2 prima (500 g)
4513,milupa msud 2 secunda (500 g)
4514,milupa os 1 500 g
4515,milupa os 2 prima 500 g
4516,milupa os 2 secunda 500 g
4517,milupa pku 1 (500 g)
4518,milupa pku 2 prima 500 gr
4519,milupa pku 2 secunda 500 gr metal kutu icinde toz
4520,milupa pku 3 advanta (500 g) 1 kutu
4521,milupa tyr 1 500 g
4522,milupa tyr 2 prima 500 g
4523,milupa tyr 2 secunda 500 g
4524,milupa ucd 1 450 g
4525,milupa ucd 2 prima (500 g)
4526,milupa ucd 2 secunda (500 g)
4527,minafen 120 mg 150 cc surup
4528,minamol 120 mg/5 ml oral suspansiyon 150 ml
4529,minamol plus 250 mg/150 mg/50 mg tablet (30 tablet)
4530,minamol plus 250 mg/5 ml oral suspansiyon 150 ml
4531,minirin melt 120 mcg oral liyofilizat 30 tablet
4532,minirin melt 60 mcg oral liyofilizat 30 tablet
4533,minopar plus 250 mg/5 ml pediyatrik oral suspansiyon (150 ml) 
4534,minoset 500 mg 20 tablet
4535,minoset plus 30 tablet
4536,minoxil %2 deri spreyi
4537,minoxil forte %5 deri spreyi
4538,miostat single dose 1.5 ml solusyon
4539,miranova 21 draje
4540,mirena rahim ici sistem
4541,mirtaron 30 mg 28 film tablet
4542,misintu 20 mg enjeksiyonluk / infuzyonluk cozelti hazirlamak icin toz (1 flakon)
4543,misol 100 mg 28 film tablet
4544,misol 50 mg 28 film tablet
4545,"mitolon %0.1 goz damlasi, suspansiyon"
4546,mitoxantrone-kocak 20 mg/10 ml iv infuzyonluk cozelti iceren flakon
4547,mivux 100 mg 28 film tablet
4548,mix fine insulin kalem ignesi - 31gx4mm
4549,mix fine insulin kalem ignesi - 31gx5mm
4550,mix fine insulin kalem ignesi - 31gx6mm
4551,mix fine insulin kalem ignesi - 31gx8mm
4552,"mixagin 50 mg infuzyonluk cozelti
hazirlamada kullanilacak konsantre icin toz"
4553,mixovul 7 ovul
4554,mixtard 30 hm 100 iu 5x3 ml 5 kartus
4555,miyastu 180 mg uzatilmis salimli tablet
4556,miyorel 20 tablet
4557,modet 1000 mg  film kapli tablet (60 film kapli tablet)
4558,modet 500 mg 60 kapsul
4559,modiodal 100 mg 30 tablet
4560,modiogen 200 mg centikli tablet (30 centikli tablet)
4561,modiwake 100 mg 30 tablet
4562,modiwake 200 mg 30 tablet
4563,modulen ibd 400 gr
4564,mofecept 500 mg 50 film tablet
4565,mofelox 400 mg 7 film tablet
4566,"moflodeksa 5 mg + 1 mg / ml goz damlasi,cozelti"
4567,moksefen 400 mg 7 film tablet
4568,moksilox 400 mg/250 ml iv inf. icin cozelti (250 ml setsiz)
4569,molar sodyum bikar. 10 ml 10 ampul
4570,molcef 100 mg//5 ml oral suspansiyon hazirlamak icin kuru toz 100 ml 
4571,molcef 400 mg 10 film  tablet
4572,molit 20 mg/ml enjeksiyonluk cozelti
4573,"momecon % 0,05 burun spreyi ,suspansiyon (18 g)"
4574,"momecon %0,1 krem"
4575,"momecon %0,1 losyon 30 ml"
4576,"momecon %0,1 pomat 30 gr"
4577,momesalic 45 gr pomat
4578,"mometix aq %0,05 nazal sprey 18 gr"
4579,"monaliz %0,05 burun spreyi"
4580,mondes 5/10 mg film tablet (30 tablet)
4581,monodoks 100 mg 14 kapsul
4582,monodur 60 mg uzatilmis etkili ( durules )  tablet (30 tablet) 
4583,monoket 20 mg 20 tablet
4584,monoket 40 mg 20 tablet
4585,monoket long 50 mg degistirilmis salimli kapsul
4586,monopril 10 mg 28 tablet
4587,monopril 20 mg 28 tablet
4588,"monopril plus 10 mg/12,5 mg 28 tablet"
4589,"monopril plus 20 mg/12,5 mg 28 tablet"
4590,monotone %20 krem
4591,monovas 10 mg 30 tablet
4592,monovas 10 mg 90 tablet
4593,monovas 5 mg 30 tablet
4594,monovas 5 mg 90 tablet
4595,"monovit d3 50.000 iu/15 ml oral damla, cozelti (15 ml)"
4596,montair 10 mg/5 mg film kapli tablet (30 tablet)
4597,monurol 3 g granul iceren sase (1 sase)
4598,mopem 1 gr iv enjektabl toz iceren 1 flakon
4599,mopem 500 mg iv enjektabl toz iceren 1 flakon
4600,morfia 15 mg 30 tablet
4601,morfia 30 mg 30 tablet
4602,morfia cr 15 mg 20 film tablet
4603,morfia cr 30 mg 20 film tablet
4604,"morfin hidroklorur 0,01 gr/1 ml 1mlx10 ampul"
4605,"morphine hcl 0,01 gr 10 ampul"
4606,motilium 10 mg 21 film tablet
4607,motis 1 mg/ml oral suspansiyon (200 ml)
4608,motis 10 mg 21tablet
4609,motival  100 mg 15 tablet
4610,moxacin 400 mg/250 ml iv inf. icin cozelti iceren 1 flakon
4611,"moxai %0,5 goz damlasi"
4612,moxai 400 mg 7 film tablet
4613,moxicum 400 mg 7 film tablet
4614,moxicum 400 mg/250 ml iv inf. cozeltisi iceren 1 flakon
4615,moxidexa 5 mg/1 mg steril oftalmik cozelti (5 ml)
4616,moxitab 400 mg 7 film tablet
4617,moxitec 400 mg 5 film tablet
4618,moxitec 400 mg 7 film tablet
4619,mozobil 20 mg/ml enj.cozelti iceren 1 flakon
4620,mozosent 24 mg / 1.2 ml s.c. enjeksiyonluk cozelti 
4621,mrsacin 50 mg iv infuzyon coz. icin liyofilize toz iceren 10 flakon
4622,msud anamix infant 400 g
4623,msud express 750 gr 30x25 gr sase
4624,msud gel 720 g sase
4625,mucinac 300 mg/3 ml cozelti iceren ampul 10x3 ml ampul/kutu
4626,mucolator 200 mg/5 ml surup hazirlamak icin toz (150 ml)
4627,mucomax 1200 mg 20 efervesan tablet
4628,mucomax 400 mg 30 efervesan tablet
4629,muconex 900 mg 20 efervesan tablet
4630,muconex- c 600 mg/200 mg  30 efervesan tablet
4631,muconex fort 1200 mg 20 efervesan tablet 
4632,muconex granul 100 ml
4633,muconex granul 150 ml 60 gr granul
4634,mucoplus 1200 mg efervesan tablet (20 tablet)
4635,mucovit-c 1200/400 mg 30 efervesan tablet
4636,mucovit-c 600/200 mg efervesan tablet (30 tablet)
4637,mucovit-c 900/300 mg 30 efervesan tablet
4638,mufines 100 mg i.v. infuzyonluk cozelti hazirlamak icin liyofilize toz
4639,mukotik 100 mg/5 ml cocuk surubu (100 ml)
4640,mukotik 250 mg/5 ml surup (100 ml)
4641,mukozero 1200 mg 20 efervesan tablet
4642,mukozero 400 mg efervesan tablet (30 tablet)
4643,mukozero 600 mg 20 efervesan tablet
4644,mukozero 900 mg 20 efervesan tablet
4645,multibic 2 mmol/l potasyumlu 4500 ml hemofiltrasyon solusyonu
4646,multibic 2 mmol/l potasyumlu 5000 ml hemofiltrasyon solusyonu
4647,multibic 3 mmol/l potasyumlu 4500 ml hemofiltrasyon solusyonu
4648,multibic 3 mmol/l potasyumlu 5000 ml hemofiltrasyon solusyonu
4649,multibic 4 mmol/l potasyumlu 4500 ml hemofiltrasyon solusyonu
4650,multibic 4 mmol/l potasyumlu 5000 ml hemofiltrasyon solusyonu
4651,multibic potasyumsuz 4500 ml hemofiltrasyon solusyonu
4652,multibic potasyumsuz 5000 ml hemofiltrasyon solusyonu
4653,multicold 200/250/50 mg 20 efervesan tablet
4654,multiflex levoflex 500 mg/100 ml torba
4655,multimix  100 ml surup
4656,multisef 250 mg im enj.toz iceren 1 flakon
4657,multisef 500 mg im enjektabl toz iceren flakon
4658,multisef 750 mg im enj.toz iceren 1 flakon
4659,multi-thick 250 gr
4660,munderm jel 30 g
4661,mupiderm%2 merhem (15 g)
4662,mupiron %2 merhem 15 gr
4663,muscobloc 50 mg/5 ml iv enjeksiyonluk cozelti (5 flakon)
4664,muscoflex 4 mg 20 kapsul
4665,muscoflex 4mg/2ml im enj. icin solusyon iceren 6 ampul
4666,muscoflex 8 mg 10 kapsul
4667,muscoflex duo 75/8 mg degistirilmis salim tablet (14 tablet)
4668,muscomed 4 mg 20 kapsul
4669,muscoril 4 mg 2 ml 6 ampul
4670,muscoril 4 mg 20 kapsul
4671,muscoril 8 mg 10 kapsul
4672,muscuron 50 mg/5 ml enjeksiyon icin cozelti iceren 5 flakon
4673,musfixa 4 mg/2 ml enjeksiyonluk cozelti (6 ampul)
4674,muskazon 20 tablet
4675,mvasi 100 mg/4 ml infuzyonluk cozelti hazirlamak icin konsantre (1flakon)
4676,mvasi 400 mg/16 ml infuzyonluk cozelti hazirlamak icin konsantre (1flakon)
4677,mycamine 100 mg infuzyonluk cozelti icin toz 1 flakon
4678,mycamine 50 mg infuzyonluk cozelti icin toz 1 flakon
4679,mycobutin 150 mg 30 kapsul
4680,mycospor % 1 10 gr krem
4681,mydfrin 5 ml oft.sol.
4682,myesed 20 mg film kapli tablet (4 film kapli tablet)
4683,myfortic 180 mg 120 tablet
4684,myfortic 360 mg 120 tablet gastro rezistan
4685,mylotarg 5 mg infuzyonluk cozelti hazirlamada kullanilacak konsantre icin toz (1 flakon)
4686,myocron 50 mg/5 ml iv enjeksiyonluk cozelti iceren 1 flakon
4687,myralon 150 mcg/20 mcg tablet
4688,nabota 100 unite enjeksiyonluk cozelti hazirlamak icin liyofilize toz (1 flakon)
4689,nac 600 mg 20 efervesan tablet
4690,nac 900 mg 20 efervesan tablet
4691,nac-c 1200-400 mg 30 efervesan tablet
4692,nac-c 600-200 mg efervesan tablet (30 efervesantablet)
4693,nac-c 900-300 mg efervesan tablet (30 efervesan tablet)
4694,nacosel 300mg/3ml cozelti iceren 10 ampul
4695,nadixa %1 30 gr krem
4696,naftirox %1 krem (30 gr)
4697,naglid 120 mg 84 tablet
4698,nanogam 10 g/200 ml iv infuzyon icin cozelti iceren flakon
4699,nanogam 10g/100 ml infuzyonluk cozelti iceren flakon (1 flakon)
4700,nanogam 5 g/100 ml iv infuzyon icin cozelti iceren flakon
4701,nanogam 5g/50 ml infuzyonluk cozelti iceren flakon (1 flakon)
4702,napren s forte 550 mg 20 film tablet
4703,naproff forte 550 mg 10 tablet
4704,naprosyn %10 50 gr jel
4705,naprosyn 500 mg 10 supozituar
4706,naprosyn cr 750 mg 10 tablet
4707,naprosyn ec fort 500 mg 20 tablet
4708,"naprosyn plus %10 + %5 deriye uygulanacak sprey, cozelti (50 ml)"
4709,naprosyn plus 50 gr jel
4710,narisat 5/10 mg film kapli tablet (30tablet)
4711,"nasacort aq 55 mcg/doz burun spreyi, suspansiyon"
4712,"nasovine duo 0,5 mg + 0,6 mg/ml burun spreyi, cozelti"
4713,nasovine nazal sprey
4714,nasovine pediatrik burun spreyi
4715,"nasowell 1 mg/ml + 50 mg/ml burun spreyi, cozelti"
4716,nastifran 10 mg/2 ml im/iv enjeksiyonluk cozelti
4717,natysin 10 mg 30 film tablet
4718,natysin 5 mg 30 film tablet
4719,nauzex 8 mg/4 ml iv/im enjeksiyonluk/infuzyonluk cozelti
4720,navelbine 20 mg 1 yumusak kapsul
4721,navelbine 30 mg 1 yumusak kapsul
4722,navelbine 50 mg/5 ml enjeksiyonluk cozelti
4723,"naxoder %1 deriye uygulanacak sprey, cozelti"
4724,naxoder %1 krem
4725,"nazetin 0,14 mg/puskurtme burun spreyi, cozelti "
4726,"nazobec 100 mcg burun spreyi, suspansiyon (120 doz)"
4727,nazobec 100 mcg nazal sprey
4728,"nazofix %0,05 nazal sprey"
4729,"nazoster %0.05 burun spreyi, suspansiyon (18 g)"
4730,"n-cort %0,055 nazal sprey 120 doz"
4731,"nebido 250 mg/ml flakon, 4 ml"
4732,nebiworld 5 mg 28 tablet
4733,nefovir 245 mg 30 film kapli tablet
4734,nefrasin amino asit i.v. infuzyon solusyonu 500 ml setli sise
4735,nefrasin amino asit i.v. infuzyon solusyonu 500 ml setsiz sise
4736,nefroset 30 mg 28 film tablet
4737,nefroset 60 mg 28 film tablet
4738,nefroset 90 mg 28 film tablet
4739,neocate 400 gr
4740,neocate junior 400 gr
4741,neocate junior cilek aromali 400 gr
4742,neocate junior vanilya aromali 400 gr
4743,"neofleks %0,5 metronidazol i.v. enjeksiyonluk cozelti (100 ml, setsiz)"
4744,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi  50 ml pp torba setli"
4745,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi  50 ml pp torba setsiz"
4746,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 100 ml pp torba setli"
4747,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 100 ml pp torba setsiz"
4748,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 150 ml pp torba setli"
4749,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 150 ml pp torba setsiz"
4750,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 250 ml pp torba setli"
4751,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 250 ml pp torba setsiz"
4752,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi 3000 ml setli pp torba"
4753,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi pp-torba 500 ml(setli)"
4754,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi pp-torba1000 ml(setli)"
4755,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi pp-torba1000 ml(setsiz)"
4756,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisi pp-torba500 ml(setsiz)"
4757,"neofleks %0,9 izotonik sodyum klorur sudaki cozeltisii 3000 ml setsiz pp torba"
4758,neofleks %0.2 teofilin %4.55 dekstroz iv enjeksiyonluk cozelti 100 ml(setsiz)
4759,neofleks %10 dekstroz sudaki cozeltisi 100 ml  pp torba setli
4760,neofleks %10 dekstroz sudaki cozeltisi 100 ml  pp torba setsiz
4761,neofleks %10 dekstroz sudaki cozeltisi 1000 ml  pp torba setli
4762,neofleks %10 dekstroz sudaki cozeltisi 1000 ml  pp torba setsiz
4763,neofleks %10 dekstroz sudaki cozeltisi 150 ml  pp torba setli
4764,neofleks %10 dekstroz sudaki cozeltisi 150 ml  pp torba setsiz
4765,neofleks %10 dekstroz sudaki cozeltisi 250 ml  pp torba setli
4766,neofleks %10 dekstroz sudaki cozeltisi 250 ml  pp torba setsiz
4767,neofleks %10 dekstroz sudaki cozeltisi 500 ml  pp torba setli
4768,neofleks %10 dekstroz sudaki cozeltisi 500 ml  pp torba setsiz
4769,neofleks %20 dekstroz sudaki cozeltisi 100 ml pp torba setli
4770,neofleks %20 dekstroz sudaki cozeltisi 100 ml pp torba setsiz
4771,neofleks %20 dekstroz sudaki cozeltisi 1000 ml pp torba setli
4772,neofleks %20 dekstroz sudaki cozeltisi 1000 ml pp torba setsiz
4773,neofleks %20 dekstroz sudaki cozeltisi 150 ml pp torba setli
4774,neofleks %20 dekstroz sudaki cozeltisi 150 ml pp torba setsiz
4775,neofleks %20 dekstroz sudaki cozeltisi 250 ml pp torba setli
4776,neofleks %20 dekstroz sudaki cozeltisi 250 ml pp torba setsiz
4777,neofleks %20 dekstroz sudaki cozeltisi 500 ml pp torba setli
4778,neofleks %20 dekstroz sudaki cozeltisi 500 ml pp torba setsiz
4779,neofleks %20 mannitol sudaki cozeltisi 100 ml (setli)
4780,neofleks %20 mannitol sudaki cozeltisi 100 ml (setsiz)
4781,neofleks %20 mannitol sudaki cozeltisi 1000 ml (setli)
4782,neofleks %20 mannitol sudaki cozeltisi 1000 ml (setsiz)
4783,neofleks %20 mannitol sudaki cozeltisi 150 ml (setli)
4784,neofleks %20 mannitol sudaki cozeltisi 150 ml (setsiz)
4785,neofleks %20 mannitol sudaki cozeltisi 250 ml (setli)
4786,neofleks %20 mannitol sudaki cozeltisi 250 ml (setsiz)
4787,neofleks %20 mannitol sudaki cozeltisi 500 ml (setli)
4788,neofleks %20 mannitol sudaki cozeltisi 500 ml (setsiz)
4789,neofleks %3 hipertonik  sodyum klorur sudaki cozeltisi 250 ml setli
4790,neofleks %3 hipertonik sodyum klorur sudaki cozeltisi 100 ml setli
4791,"neofleks %3 hipertonik sodyum klorur sudaki cozeltisi 100 ml,setsiz"
4792,"neofleks %3 hipertonik sodyum klorur sudaki cozeltisi 150 ml,setli"
4793,"neofleks %3 hipertonik sodyum klorur sudaki cozeltisi 150 ml,setsiz"
4794,"neofleks %3 hipertonik sodyum klorur sudaki cozeltisi 250 ml,setsiz"
4795,neofleks %30 dekstroz sudaki cozeltisi 100 ml setli pp-torba
